5542558166;23590392727
5542558433;2983316524660
5542558517;3914466348460
5542556765;-15506655625604
5542555819;-25993172130068
5542561798;40284746101975
5542554257;-43308114068780
5542553861;-47697816883508
5542562927;52799851916500
5542564135;66190685407396
5542564537;70646907133540
5542550638;-83425108683785
5542566586;93360340804567
5542566587;93371425937740
5542549496;-96084293036813
5542567051;98514927945772
5542546775;-126246839990204
5542569718;128078987708695
5542572772;161933012873155
5542542733;-171052771781540
5542540873;-191671027288700
5542577423;213490046430100
5542538305;-220137510617804
5542579627;237921732568300
5542536502;-240123900494825
5542582147;265856340238780
5542529318;-319759013345705
5542591907;374047639005820
5542520876;-413339007083453
5542596929;429717457340212
5542597673;437964842124100
5542600084;464691253916227
5542600615;470577495487396
5542602019;486141119985532
5542513697;-492918470283020
5542603451;502015134218572
5542511278;-519733145697545
5542509887;-535152410138060
5542509146;-543366409241513
5542501502;-628100230634825
5542616077;641977115979100
5542499240;-653174502313229
5542496152;-687404968083725
5542621973;707335679521900
5542627510;768714705909271
5542627723;771075865273900
5542633223;832044800476900
5542636427;867562004435500
5542479020;-877312762730429
5542641125;919640638374796
5542474342;-929168174557865
5542473703;-936251456358620
5542473035;-943656200779604
5542643611;947198656228492
5542470122;-975946640195945
5542467991;-999568643314748
5542465717;-1024775782566740
5542464932;-1033477453126205
5542655179;1075433392631212
5542657804;1104532339211587
5542458151;-1108644316552028
5542658285;1109864376250396
5542457765;-1112923094095604
5542455703;-1135780185666620
5542661951;1150503160235572
5542665799;1193159501417572
5542667395;1210851693195196
5542667693;1214155123051420
5542447531;-1226366014894868
5542446424;-1238636992503053
5542446187;-1241264112051860
5542443782;-1267923272427305
5542673278;1276066752374455
5542438163;-1330209224076260
5542436680;-1346648093468429
5542684252;1397717465908675
5542427077;-1453096040126900
5542423661;-1490961890247908
5542414990;-1587078526190729
5542414220;-1595613844682429
5542707266;1652836666303927
5542405123;-1696452446245700
5542714003;1727519149393180
5542720669;1801414656916732
5542724023;1838595238413700
5542383761;-1933245706385708
5542381513;-1958164258721660
5542737229;1984989839707612
5542742887;2047711486203940
5542749557;2121651720805420
5542750103;2127704403619780
5542358648;-2211616842502925
5542768603;2332786499680780
5542343890;-2375204882558729
5542342595;-2389559551556804
5542775309;2407126157154652
5542335358;-2469779365902665
5542781332;2473894464803395
5542331518;-2512344486706505
5542330148;-2527530473188925
5542787677;2544232400165500
5542327948;-2551916721000125
